Campaign_ID,Customer_ID,Campaign_Type,Campaign_Objective,Campaign_Cost_INR_x,Campaign_Duration_Days,Impressions,Clicks,Device_Type,Time_of_Day,CTR,Age,Gender,City_Tier,Marital_Status,Has_Kids,Annual_Income_INR,Customer_Tenure_Months,Loyalty_Tier,Purchase_Made,Purchase_Value_INR,Discount_Applied_Percent,Payment_Mode,Repeat_Purchase_30_Days,Net_Revenue_INR,Campaign_Cost_INR_y,ROI_INR,Income_Segment,Campaign_Date,Month,Month_Num
50120,11120,Google Ads,Conversion,349,15,119465,4333,Mobile,Evening,0.0362700372494035,33,Female,Tier 3,Single,0,1704538,22,Bronze,1,21410,15,Credit Card,0,18198.5,349,17849.5,>10L,2027-11-21,Nov,11
50121,11121,Influencer,Conversion,256,19,71619,2916,Mobile,Afternoon,0.0407154526033594,27,Female,Tier 2,Single,0,2847861,64,Silver,0,11904,15,UPI,1,0.0,256,-256.0,,2027-12-06,Dec,12
50122,11122,Email,Conversion,1202,4,117226,3154,Mobile,Morning,0.0269052940473956,61,Male,Tier 2,Single,0,272639,67,Bronze,0,20354,0,Credit Card,0,0.0,1202,-1202.0,<3L,2027-12-21,Dec,12
50123,11123,Email,Retention,727,17,102824,976,Mobile,Morning,0.009491947405275,55,Female,Tier 1,Single,0,1883287,59,Silver,1,19220,0,COD,0,19220.0,727,18493.0,>10L,2028-01-05,Jan,1
50124,11124,Influencer,Conversion,213,19,110776,6935,Mobile,Afternoon,0.0626038131003105,63,Female,Tier 1,Married,1,1015843,81,Silver,0,1392,0,Debit Card,0,0.0,213,-213.0,>10L,2028-01-20,Jan,1
50125,11125,Instagram Ads,Awareness,1779,18,99653,4785,Mobile,Evening,0.0480166176632916,50,Female,Tier 2,Married,0,2245777,51,Silver,0,3273,0,COD,1,0.0,1779,-1779.0,,2028-02-04,Feb,2
50126,11126,Influencer,Retention,349,11,52685,2940,Mobile,Evening,0.0558033595900161,59,Male,Tier 1,Single,0,1434751,27,Gold,1,11497,20,Debit Card,0,9197.6,349,8848.6,>10L,2028-02-19,Feb,2
50127,11127,Instagram Ads,Retention,1845,23,48201,5330,Mobile,Afternoon,0.1105786187008568,63,Male,Tier 2,Married,0,1906643,47,Gold,1,23915,0,Debit Card,1,23915.0,1845,22070.0,>10L,2028-03-05,Mar,3
50128,11128,Email,Conversion,897,5,7392,5463,Mobile,Afternoon,0.7390422077922078,38,Female,Tier 2,Married,0,1921665,58,Bronze,0,7230,20,Credit Card,1,0.0,897,-897.0,>10L,2028-03-20,Mar,3
50129,11129,Instagram Ads,Retention,1105,13,36107,4647,Mobile,Afternoon,0.1287008059379067,26,Female,Tier 3,Single,0,1134420,59,Bronze,0,15566,5,COD,1,0.0,1105,-1105.0,>10L,2028-04-04,Apr,4
50130,11130,Influencer,Retention,1330,6,96640,7499,Mobile,Evening,0.0775972682119205,36,Male,Tier 2,Single,0,1908464,4,Platinum,1,17036,5,Debit Card,0,16184.2,1330,14854.2,>10L,2028-04-19,Apr,4
50131,11131,Instagram Ads,Awareness,1867,25,91378,6566,Mobile,Afternoon,0.0718553700015321,33,Female,Tier 3,Single,1,957349,24,Silver,0,9210,15,UPI,0,0.0,1867,-1867.0,6-10L,2028-05-04,May,5
50132,11132,Instagram Ads,Conversion,844,28,117346,7031,Mobile,Afternoon,0.0599168271607042,62,Female,Tier 3,Single,0,862473,48,Gold,1,6578,5,UPI,0,6249.099999999999,844,5405.099999999999,6-10L,2028-05-19,May,5
50133,11133,Google Ads,Awareness,1596,22,76467,2752,Mobile,Night,0.0359893810401872,61,Female,Tier 2,Single,1,1365479,32,Silver,0,5437,5,COD,1,0.0,1596,-1596.0,>10L,2028-06-03,Jun,6
50134,11134,Email,Awareness,362,5,108346,7717,Mobile,Morning,0.0712255182470972,49,Male,Tier 3,Married,0,2530582,71,Gold,1,522,0,COD,1,522.0,362,160.0,,2028-06-18,Jun,6
50135,11135,Email,Retention,364,23,44394,2493,Mobile,Afternoon,0.0561562373293688,58,Female,Tier 2,Single,0,2919120,6,Bronze,0,18722,15,COD,0,0.0,364,-364.0,,2028-07-03,Jul,7
50136,11136,Influencer,Conversion,1503,11,27930,6349,Desktop,Morning,0.2273182957393483,30,Female,Tier 1,Married,0,2752228,82,Silver,0,14424,0,Credit Card,0,0.0,1503,-1503.0,,2028-07-18,Jul,7
50137,11137,Instagram Ads,Conversion,1795,6,38246,6411,Desktop,Night,0.167625372587983,44,Female,Tier 3,Married,0,1888205,49,Gold,1,12940,5,Debit Card,1,12293.0,1795,10498.0,>10L,2028-08-02,Aug,8
50138,11138,Google Ads,Awareness,649,27,24562,961,Mobile,Morning,0.0391254783812393,42,Female,Tier 2,Single,0,2597619,4,Silver,0,16626,0,Credit Card,0,0.0,649,-649.0,,2028-08-17,Aug,8
50139,11139,SMS,Conversion,652,24,20158,6737,Desktop,Afternoon,0.3342097430300625,25,Female,Tier 1,Married,1,2515178,40,Gold,0,19497,10,Credit Card,0,0.0,652,-652.0,,2028-09-01,Sep,9
50140,11140,SMS,Awareness,979,21,15353,874,Mobile,Morning,0.0569269849540806,48,Male,Tier 2,Married,1,1952136,10,Gold,0,8991,20,Credit Card,1,0.0,979,-979.0,>10L,2028-09-16,Sep,9
50141,11141,Google Ads,Conversion,1789,7,49709,4608,Mobile,Night,0.0926995111549216,33,Female,Tier 2,Married,0,880109,74,Gold,1,3128,0,Credit Card,0,3128.0,1789,1339.0,6-10L,2028-10-01,Oct,10
50142,11142,Google Ads,Retention,190,24,42260,2082,Mobile,Morning,0.0492664458116422,62,Male,Tier 1,Married,0,2648502,67,Bronze,1,21211,15,UPI,0,18029.35,190,17839.35,,2028-10-16,Oct,10
50143,11143,Instagram Ads,Conversion,1100,8,57712,4184,Desktop,Morning,0.072497920709731,32,Male,Tier 1,Married,0,675066,20,Platinum,1,8210,20,COD,0,6568.0,1100,5468.0,6-10L,2028-10-31,Oct,10
50144,11144,Instagram Ads,Conversion,316,8,15395,6761,Mobile,Evening,0.4391685612211757,27,Male,Tier 2,Married,0,2419908,40,Silver,0,2644,0,UPI,1,0.0,316,-316.0,,2028-11-15,Nov,11
50145,11145,Email,Retention,1847,5,82992,2009,Mobile,Afternoon,0.0242071524966261,54,Male,Tier 1,Married,0,1625555,78,Bronze,1,9940,0,Debit Card,0,9940.0,1847,8093.0,>10L,2028-11-30,Nov,11
50146,11146,SMS,Conversion,361,4,49899,5118,Desktop,Morning,0.1025671857151445,42,Female,Tier 2,Single,0,1499542,46,Gold,1,8585,0,COD,0,8585.0,361,8224.0,>10L,2028-12-15,Dec,12
50147,11147,Google Ads,Awareness,370,13,54749,2454,Desktop,Evening,0.0448227364883376,42,Male,Tier 2,Married,1,1696791,25,Bronze,0,3111,15,Credit Card,0,0.0,370,-370.0,>10L,2028-12-30,Dec,12
50148,11148,Instagram Ads,Conversion,677,11,73327,2685,Mobile,Evening,0.0366167987235261,51,Male,Tier 3,Single,1,1984139,83,Bronze,0,8819,15,COD,1,0.0,677,-677.0,>10L,2029-01-14,Jan,1
50149,11149,Influencer,Conversion,1635,28,58478,3969,Mobile,Night,0.0678716782379698,64,Male,Tier 3,Single,1,1887645,16,Silver,0,21086,15,UPI,0,0.0,1635,-1635.0,>10L,2029-01-29,Jan,1
50150,11150,SMS,Retention,604,29,7826,8342,Desktop,Night,1.0,49,Female,Tier 2,Married,0,2747063,64,Silver,1,12909,15,UPI,0,10972.65,604,10368.65,,2029-02-13,Feb,2
50151,11151,SMS,Awareness,1419,15,47560,2074,Mobile,Afternoon,0.0436080740117746,33,Female,Tier 3,Married,0,1354283,33,Bronze,0,22600,5,Debit Card,0,0.0,1419,-1419.0,>10L,2029-02-28,Feb,2
50152,11152,Influencer,Awareness,359,14,2241,2153,Mobile,Afternoon,0.9607318161535028,33,Female,Tier 1,Single,1,2565413,71,Gold,0,4357,0,COD,1,0.0,359,-359.0,,2029-03-15,Mar,3
50153,11153,Influencer,Retention,436,22,119055,3676,Mobile,Morning,0.0308764856578892,57,Male,Tier 2,Single,1,766130,39,Gold,1,20814,10,COD,1,18732.6,436,18296.6,6-10L,2029-03-30,Mar,3
50154,11154,Influencer,Awareness,973,11,50347,3191,Mobile,Evening,0.0633801418157983,28,Male,Tier 1,Married,1,1377026,70,Bronze,0,13722,20,Debit Card,0,0.0,973,-973.0,>10L,2029-04-14,Apr,4
50155,11155,SMS,Conversion,135,22,118354,8633,Desktop,Morning,0.0729421903780184,42,Male,Tier 3,Single,0,871371,60,Platinum,0,22268,0,Debit Card,0,0.0,135,-135.0,6-10L,2029-04-29,Apr,4
50156,11156,Google Ads,Conversion,1633,8,56000,124,Mobile,Morning,0.0022142857142857,62,Male,Tier 2,Married,0,2176167,5,Bronze,0,7426,10,UPI,0,0.0,1633,-1633.0,,2029-05-14,May,5
50157,11157,Influencer,Awareness,901,11,110058,4671,Mobile,Afternoon,0.0424412582456522,59,Male,Tier 2,Married,1,1528786,79,Bronze,0,16914,0,UPI,0,0.0,901,-901.0,>10L,2029-05-29,May,5
50158,11158,Instagram Ads,Conversion,1401,24,56009,797,Mobile,Afternoon,0.0142298559160134,36,Male,Tier 3,Single,0,1851037,67,Gold,0,13809,0,Debit Card,1,0.0,1401,-1401.0,>10L,2029-06-13,Jun,6
50159,11159,Email,Awareness,320,17,16310,3910,Desktop,Evening,0.2397302268546903,64,Male,Tier 2,Single,0,2305436,43,Bronze,1,21612,0,COD,1,21612.0,320,21292.0,,2029-06-28,Jun,6
50160,11160,SMS,Conversion,629,21,64245,2554,Mobile,Afternoon,0.0397540664643162,39,Female,Tier 2,Single,0,886549,75,Bronze,1,13031,20,UPI,1,10424.8,629,9795.8,6-10L,2029-07-13,Jul,7
50161,11161,Instagram Ads,Conversion,376,24,77898,3047,Mobile,Afternoon,0.0391152532799301,49,Female,Tier 2,Single,1,946130,51,Bronze,1,4561,0,Credit Card,0,4561.0,376,4185.0,6-10L,2029-07-28,Jul,7
50162,11162,Google Ads,Retention,388,29,90015,2587,Mobile,Morning,0.0287396545020274,37,Female,Tier 1,Married,1,778923,15,Bronze,1,9036,10,Credit Card,0,8132.400000000001,388,7744.400000000001,6-10L,2029-08-12,Aug,8
50163,11163,Influencer,Awareness,669,28,59855,4012,Mobile,Night,0.0670286525770612,26,Male,Tier 3,Married,0,2482115,71,Bronze,0,9971,10,UPI,0,0.0,669,-669.0,,2029-08-27,Aug,8
50164,11164,Email,Awareness,338,20,102627,7433,Desktop,Morning,0.0724273339374628,56,Male,Tier 1,Married,1,313244,79,Silver,0,7118,0,Credit Card,0,0.0,338,-338.0,3-6L,2029-09-11,Sep,9
50165,11165,Instagram Ads,Retention,1099,17,18152,8286,Mobile,Night,0.4564786249449096,34,Female,Tier 1,Married,1,1927273,58,Bronze,0,12962,0,Debit Card,0,0.0,1099,-1099.0,>10L,2029-09-26,Sep,9
50166,11166,SMS,Retention,1768,28,24111,2246,Mobile,Morning,0.0931525030069263,53,Male,Tier 1,Single,0,701392,12,Silver,0,1060,5,Credit Card,1,0.0,1768,-1768.0,6-10L,2029-10-11,Oct,10
50167,11167,Email,Conversion,881,20,90820,7802,Mobile,Night,0.085906188064303,44,Male,Tier 1,Married,0,2537807,74,Gold,0,21360,20,UPI,1,0.0,881,-881.0,,2029-10-26,Oct,10
50168,11168,Influencer,Awareness,275,15,61962,701,Mobile,Evening,0.0113133856234466,52,Male,Tier 3,Married,0,2271800,82,Silver,0,15726,15,UPI,0,0.0,275,-275.0,,2029-11-10,Nov,11
50169,11169,Instagram Ads,Awareness,159,9,22974,3304,Desktop,Afternoon,0.1438147471054235,54,Female,Tier 2,Single,0,1309048,43,Bronze,0,7290,5,COD,1,0.0,159,-159.0,>10L,2029-11-25,Nov,11
50170,11170,Google Ads,Retention,1474,16,78208,6095,Mobile,Morning,0.0779332037643207,61,Male,Tier 2,Married,0,307876,89,Bronze,0,18549,20,Credit Card,1,0.0,1474,-1474.0,3-6L,2029-12-10,Dec,12
50171,11171,Instagram Ads,Awareness,1592,11,70040,2110,Mobile,Morning,0.0301256424900057,48,Female,Tier 1,Married,1,2415588,25,Platinum,1,1311,15,Debit Card,0,1114.35,1592,-477.6500000000001,,2029-12-25,Dec,12
50172,11172,Influencer,Awareness,583,20,87770,4384,Mobile,Evening,0.0499487296342713,35,Female,Tier 1,Married,0,1489477,44,Bronze,0,12873,15,UPI,0,0.0,583,-583.0,>10L,2030-01-09,Jan,1
50173,11173,Instagram Ads,Awareness,1617,12,17843,166,Mobile,Morning,0.0093033682676679,62,Female,Tier 2,Single,0,2269921,47,Silver,0,21820,0,COD,0,0.0,1617,-1617.0,,2030-01-24,Jan,1
50174,11174,Instagram Ads,Conversion,1653,8,47292,1485,Mobile,Night,0.0314006597310327,63,Male,Tier 3,Single,0,2810801,45,Bronze,1,23469,0,Credit Card,0,23469.0,1653,21816.0,,2030-02-08,Feb,2
50175,11175,Email,Conversion,1253,18,29020,3543,Mobile,Evening,0.1220882150241213,53,Female,Tier 3,Single,1,1476170,16,Gold,0,23721,0,Credit Card,1,0.0,1253,-1253.0,>10L,2030-02-23,Feb,2
50176,11176,Instagram Ads,Awareness,318,17,22408,1377,Mobile,Night,0.0614512674044983,55,Male,Tier 3,Married,0,1042413,41,Silver,0,16042,0,COD,0,0.0,318,-318.0,>10L,2030-03-10,Mar,3
50177,11177,Google Ads,Conversion,1872,28,108397,3924,Mobile,Evening,0.0362002638449403,52,Male,Tier 1,Married,1,1100000,23,Platinum,0,18690,20,Debit Card,1,0.0,1872,-1872.0,>10L,2030-03-25,Mar,3
50178,11178,Instagram Ads,Retention,264,16,11435,640,Desktop,Night,0.0559685177087888,59,Male,Tier 1,Married,0,732767,37,Platinum,1,8438,5,Debit Card,1,8016.099999999999,264,7752.099999999999,6-10L,2030-04-09,Apr,4
50179,11179,Instagram Ads,Conversion,349,22,54692,265,Mobile,Morning,0.0048453155854603,39,Female,Tier 2,Single,1,2906948,67,Gold,1,15041,15,Credit Card,0,12784.85,349,12435.85,,2030-04-24,Apr,4
50180,11180,Google Ads,Conversion,843,15,46010,356,Desktop,Afternoon,0.0077374483807867,30,Male,Tier 1,Single,0,663277,54,Silver,1,5586,5,COD,0,5306.7,843,4463.7,6-10L,2030-05-09,May,5
50181,11181,Instagram Ads,Conversion,1614,5,79785,3328,Mobile,Morning,0.0417121012721689,30,Female,Tier 1,Single,0,1609762,24,Silver,0,18618,5,UPI,0,0.0,1614,-1614.0,>10L,2030-05-24,May,5
50182,11182,Email,Conversion,207,23,44885,2240,Mobile,Night,0.0499053135791467,34,Male,Tier 2,Single,1,2451642,76,Platinum,0,23657,0,Debit Card,1,0.0,207,-207.0,,2030-06-08,Jun,6
50183,11183,Influencer,Conversion,1615,12,3851,6704,Desktop,Morning,1.0,42,Female,Tier 3,Single,1,2312722,82,Gold,0,12193,0,COD,0,0.0,1615,-1615.0,,2030-06-23,Jun,6
50184,11184,Influencer,Retention,1761,8,1274,7891,Desktop,Night,1.0,64,Female,Tier 2,Single,1,1354704,34,Gold,0,20318,10,UPI,0,0.0,1761,-1761.0,>10L,2030-07-08,Jul,7
50185,11185,Instagram Ads,Awareness,1586,23,63118,4001,Mobile,Evening,0.0633892075160809,22,Male,Tier 2,Single,1,2157160,35,Platinum,0,23207,10,Credit Card,0,0.0,1586,-1586.0,,2030-07-23,Jul,7
50186,11186,Instagram Ads,Awareness,659,13,5877,7776,Mobile,Morning,1.0,52,Male,Tier 1,Married,1,453972,74,Bronze,0,21692,0,Credit Card,0,0.0,659,-659.0,3-6L,2030-08-07,Aug,8
50187,11187,Google Ads,Retention,188,16,87815,4200,Mobile,Night,0.0478278198485452,35,Female,Tier 3,Single,0,1782313,71,Gold,0,8892,0,Debit Card,0,0.0,188,-188.0,>10L,2030-08-22,Aug,8
50188,11188,Email,Awareness,658,3,90928,2302,Mobile,Morning,0.0253167341193031,37,Male,Tier 2,Single,1,2697193,89,Gold,0,24593,0,Credit Card,0,0.0,658,-658.0,,2030-09-06,Sep,9
50189,11189,Instagram Ads,Awareness,369,28,118831,6537,Mobile,Night,0.0550108978296909,46,Male,Tier 3,Single,0,1917033,90,Bronze,0,14385,15,UPI,1,0.0,369,-369.0,>10L,2030-09-21,Sep,9
50190,11190,SMS,Awareness,1152,6,78303,2979,Desktop,Night,0.038044519367074,54,Female,Tier 3,Married,0,349755,75,Gold,0,16621,15,UPI,1,0.0,1152,-1152.0,3-6L,2030-10-06,Oct,10
50191,11191,Instagram Ads,Retention,569,9,108007,8775,Mobile,Morning,0.0812447341376021,42,Male,Tier 1,Married,1,2970348,17,Bronze,0,15887,15,Credit Card,1,0.0,569,-569.0,,2030-10-21,Oct,10
50192,11192,Instagram Ads,Awareness,1065,17,114874,4862,Mobile,Morning,0.042324633946759,40,Male,Tier 3,Single,0,2338810,6,Bronze,0,11961,15,COD,1,0.0,1065,-1065.0,,2030-11-05,Nov,11
50193,11193,Google Ads,Conversion,225,26,17142,8066,Desktop,Morning,0.4705401936763504,39,Male,Tier 1,Single,1,326828,66,Gold,0,17967,10,UPI,1,0.0,225,-225.0,3-6L,2030-11-20,Nov,11
50194,11194,Email,Conversion,146,27,5725,5789,Mobile,Morning,1.0,21,Female,Tier 2,Single,0,2230026,88,Platinum,0,23192,0,Debit Card,0,0.0,146,-146.0,,2030-12-05,Dec,12
50195,11195,Instagram Ads,Awareness,168,16,63027,6514,Mobile,Morning,0.1033525314547733,34,Male,Tier 1,Single,1,1921598,3,Silver,0,12249,0,COD,1,0.0,168,-168.0,>10L,2030-12-20,Dec,12
50196,11196,Instagram Ads,Awareness,792,19,20094,151,Mobile,Morning,0.0075146809993032,31,Female,Tier 1,Married,1,1972657,19,Bronze,0,4537,10,COD,0,0.0,792,-792.0,>10L,2031-01-04,Jan,1
50197,11197,Influencer,Conversion,1655,14,17765,3788,Desktop,Morning,0.2132282578103011,48,Female,Tier 1,Single,0,251353,20,Bronze,1,17819,5,COD,1,16928.05,1655,15273.05,<3L,2031-01-19,Jan,1
50198,11198,Google Ads,Awareness,1353,26,92819,1867,Mobile,Morning,0.0201144162294357,49,Male,Tier 2,Single,0,2419736,78,Platinum,0,8814,0,UPI,0,0.0,1353,-1353.0,,2031-02-03,Feb,2
50199,11199,Influencer,Conversion,510,26,115571,3264,Mobile,Morning,0.0282423791435567,29,Female,Tier 3,Single,1,2237016,81,Bronze,0,22862,15,Debit Card,0,0.0,510,-510.0,,2031-02-18,Feb,2
50200,11200,Instagram Ads,Conversion,1631,27,93487,3626,Mobile,Evening,0.0387861413886422,54,Female,Tier 1,Married,1,2300871,93,Silver,1,1923,15,COD,0,1634.55,1631,3.549999999999955,,2031-03-05,Mar,3
50201,11201,Email,Retention,1132,6,21040,8947,Mobile,Night,0.4252376425855513,57,Male,Tier 1,Single,0,2322667,22,Gold,1,4538,5,Credit Card,1,4311.099999999999,1132,3179.099999999999,,2031-03-20,Mar,3
50202,11202,Influencer,Conversion,906,7,87405,8265,Mobile,Afternoon,0.0945598077913162,46,Male,Tier 2,Single,0,2437212,94,Silver,1,3367,0,Debit Card,0,3367.0,906,2461.0,,2031-04-04,Apr,4
50203,11203,SMS,Awareness,724,13,1541,5410,Desktop,Evening,1.0,63,Male,Tier 1,Single,1,374666,26,Platinum,0,2432,10,Debit Card,0,0.0,724,-724.0,3-6L,2031-04-19,Apr,4
50204,11204,SMS,Awareness,956,21,22462,6006,Mobile,Morning,0.267384916748286,49,Female,Tier 2,Married,1,2477614,20,Bronze,0,16871,0,Credit Card,0,0.0,956,-956.0,,2031-05-04,May,5
50205,11205,Email,Awareness,104,25,67429,8468,Mobile,Afternoon,0.1255839475596553,28,Male,Tier 1,Single,1,1096206,87,Gold,0,19869,5,Credit Card,1,0.0,104,-104.0,>10L,2031-05-19,May,5
50206,11206,Google Ads,Conversion,1073,4,96527,4314,Mobile,Evening,0.044692158670631,36,Male,Tier 1,Married,0,449521,90,Bronze,0,20677,20,UPI,0,0.0,1073,-1073.0,3-6L,2031-06-03,Jun,6
50207,11207,Instagram Ads,Retention,700,13,92456,7873,Mobile,Evening,0.0851540192091373,21,Female,Tier 3,Single,0,1321205,89,Silver,0,8179,15,Credit Card,0,0.0,700,-700.0,>10L,2031-06-18,Jun,6
50208,11208,Influencer,Conversion,391,29,81151,7543,Mobile,Afternoon,0.0929501792953876,39,Male,Tier 1,Single,1,668242,77,Silver,1,4776,0,UPI,0,4776.0,391,4385.0,6-10L,2031-07-03,Jul,7
50209,11209,Google Ads,Awareness,1874,7,3274,3701,Mobile,Evening,1.0,60,Female,Tier 1,Single,0,2226220,51,Bronze,0,14369,0,Credit Card,0,0.0,1874,-1874.0,,2031-07-18,Jul,7
50210,11210,Google Ads,Conversion,1354,10,102615,3352,Desktop,Afternoon,0.03266578960191,21,Male,Tier 1,Married,1,2872302,7,Gold,0,15157,15,Debit Card,1,0.0,1354,-1354.0,,2031-08-02,Aug,8
50211,11211,SMS,Awareness,222,13,74573,5980,Desktop,Afternoon,0.0801898810561463,30,Female,Tier 1,Married,0,1426479,31,Platinum,0,22616,15,UPI,0,0.0,222,-222.0,>10L,2031-08-17,Aug,8
50212,11212,Email,Awareness,1706,11,80557,5453,Mobile,Night,0.0676912000198617,55,Female,Tier 1,Single,0,1159098,33,Bronze,0,13130,5,COD,0,0.0,1706,-1706.0,>10L,2031-09-01,Sep,9
50213,11213,Influencer,Awareness,799,21,109042,2898,Mobile,Night,0.0265769153170338,64,Female,Tier 3,Single,0,1600822,10,Silver,1,1981,0,Debit Card,0,1981.0,799,1182.0,>10L,2031-09-16,Sep,9
50214,11214,Google Ads,Retention,125,22,10759,3464,Mobile,Afternoon,0.3219630077144716,26,Male,Tier 2,Married,0,661086,4,Bronze,0,17866,20,COD,0,0.0,125,-125.0,6-10L,2031-10-01,Oct,10
50215,11215,SMS,Conversion,129,12,103767,6378,Mobile,Afternoon,0.0614646274827257,42,Male,Tier 2,Married,0,2850663,24,Silver,1,9788,15,Credit Card,1,8319.8,129,8190.799999999999,,2031-10-16,Oct,10
50216,11216,Google Ads,Awareness,799,11,43718,2265,Desktop,Night,0.051809323390823,37,Male,Tier 1,Married,0,2047610,36,Silver,0,16074,15,Credit Card,1,0.0,799,-799.0,,2031-10-31,Oct,10
50217,11217,Email,Retention,1328,5,18710,5287,Mobile,Night,0.2825761624799572,62,Female,Tier 1,Married,1,1000413,47,Bronze,1,4759,15,UPI,0,4045.15,1328,2717.15,>10L,2031-11-15,Nov,11
50218,11218,Influencer,Conversion,766,6,74327,7638,Mobile,Evening,0.1027621187455433,32,Male,Tier 1,Married,0,1471834,71,Platinum,1,20890,5,COD,0,19845.5,766,19079.5,>10L,2031-11-30,Nov,11
50219,11219,Google Ads,Awareness,694,8,17030,2170,Desktop,Morning,0.1274221961244862,63,Female,Tier 1,Married,0,2891032,19,Bronze,0,18523,10,UPI,0,0.0,694,-694.0,,2031-12-15,Dec,12
50220,11220,Instagram Ads,Conversion,940,19,67461,6621,Mobile,Evening,0.0981455952328011,53,Male,Tier 2,Single,0,1291852,90,Silver,1,12389,0,COD,0,12389.0,940,11449.0,>10L,2031-12-30,Dec,12
50221,11221,Google Ads,Conversion,1896,12,72580,207,Mobile,Evening,0.0028520253513364,61,Male,Tier 1,Single,1,942803,12,Bronze,0,8392,5,Debit Card,0,0.0,1896,-1896.0,6-10L,2032-01-14,Jan,1
50222,11222,Influencer,Conversion,1949,8,39305,2456,Mobile,Morning,0.0624856888436585,57,Male,Tier 3,Single,0,2944058,84,Bronze,0,3665,10,COD,0,0.0,1949,-1949.0,,2032-01-29,Jan,1
50223,11223,Google Ads,Conversion,1504,7,1729,3039,Mobile,Evening,1.0,26,Female,Tier 2,Married,1,1554182,40,Gold,1,20049,10,UPI,1,18044.1,1504,16540.1,>10L,2032-02-13,Feb,2
50224,11224,Google Ads,Awareness,289,25,25932,7209,Mobile,Afternoon,0.2779962980101805,49,Male,Tier 3,Single,1,1609148,32,Silver,0,23781,15,COD,0,0.0,289,-289.0,>10L,2032-02-28,Feb,2
50225,11225,Google Ads,Awareness,1748,10,91476,5815,Desktop,Night,0.063568586295859,64,Female,Tier 2,Married,0,2777149,20,Gold,1,3906,10,COD,0,3515.4,1748,1767.4,,2032-03-14,Mar,3
50226,11226,Influencer,Conversion,423,5,88656,5613,Mobile,Afternoon,0.0633121277747699,50,Female,Tier 2,Single,1,595532,57,Gold,0,24842,0,Debit Card,0,0.0,423,-423.0,3-6L,2032-03-29,Mar,3
50227,11227,SMS,Conversion,1593,16,13091,6016,Mobile,Evening,0.4595523642196929,63,Male,Tier 2,Single,0,2502830,66,Silver,0,24828,5,COD,0,0.0,1593,-1593.0,,2032-04-13,Apr,4
50228,11228,SMS,Conversion,236,23,33809,4876,Mobile,Evening,0.144221952734479,52,Male,Tier 2,Married,1,638761,31,Bronze,0,24570,15,UPI,0,0.0,236,-236.0,6-10L,2032-04-28,Apr,4
50229,11229,Instagram Ads,Conversion,579,21,116138,1437,Mobile,Afternoon,0.0123732111798033,28,Female,Tier 1,Single,0,921090,79,Gold,0,13827,5,COD,0,0.0,579,-579.0,6-10L,2032-05-13,May,5
50230,11230,Instagram Ads,Conversion,882,7,8019,4849,Desktop,Morning,0.6046888639481232,49,Male,Tier 2,Married,0,1428671,47,Platinum,1,7138,5,Debit Card,0,6781.099999999999,882,5899.099999999999,>10L,2032-05-28,May,5
50231,11231,SMS,Retention,914,23,46146,4805,Mobile,Evening,0.1041260347592424,35,Male,Tier 1,Married,0,2780901,51,Bronze,0,22916,5,Debit Card,0,0.0,914,-914.0,,2032-06-12,Jun,6
50232,11232,Instagram Ads,Conversion,670,15,15342,7654,Desktop,Afternoon,0.4988919306478946,34,Male,Tier 2,Single,0,2712027,38,Bronze,0,21466,0,UPI,0,0.0,670,-670.0,,2032-06-27,Jun,6
50233,11233,Email,Retention,554,23,53701,504,Mobile,Morning,0.0093853000875216,40,Male,Tier 1,Single,1,1721450,79,Gold,0,14729,20,COD,0,0.0,554,-554.0,>10L,2032-07-12,Jul,7
50234,11234,Email,Awareness,509,15,62597,7934,Mobile,Morning,0.1267472882087001,62,Female,Tier 2,Single,0,2673818,51,Silver,0,5878,15,Credit Card,0,0.0,509,-509.0,,2032-07-27,Jul,7
50235,11235,SMS,Conversion,871,8,19034,7719,Mobile,Afternoon,0.4055374592833876,34,Male,Tier 2,Single,0,1539062,91,Bronze,0,11758,20,UPI,1,0.0,871,-871.0,>10L,2032-08-11,Aug,8
50236,11236,Google Ads,Retention,653,23,97775,8021,Desktop,Morning,0.0820352850933265,45,Female,Tier 2,Married,0,597666,12,Bronze,0,24229,5,Debit Card,0,0.0,653,-653.0,3-6L,2032-08-26,Aug,8
50237,11237,Instagram Ads,Retention,247,20,11852,6641,Mobile,Morning,0.5603273709078637,24,Female,Tier 2,Single,0,536004,77,Silver,0,12198,10,UPI,1,0.0,247,-247.0,3-6L,2032-09-10,Sep,9
50238,11238,Google Ads,Conversion,1059,21,80652,7955,Mobile,Morning,0.0986336358676784,28,Female,Tier 3,Single,0,739986,75,Platinum,1,6110,10,UPI,0,5499.0,1059,4440.0,6-10L,2032-09-25,Sep,9
50239,11239,Email,Conversion,587,29,50355,2956,Desktop,Evening,0.0587032072286764,63,Male,Tier 1,Single,0,1879521,53,Bronze,0,24958,10,UPI,1,0.0,587,-587.0,>10L,2032-10-10,Oct,10
50240,11240,Email,Conversion,588,3,27347,5641,Mobile,Afternoon,0.2062749113248254,53,Male,Tier 3,Married,0,842451,3,Gold,0,3849,10,Debit Card,0,0.0,588,-588.0,6-10L,2032-10-25,Oct,10
